GeneratorName=FCCS 4.0,GeneratorVersion=3.0.0,DateCreated=04/22/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuelbed_number,FCCSID,filename,cover_type,ecoregion,overstory_loading,midstory_loading,understory_loading,snags_c1_foliage_loading,snags_c1wo_foliage_loading,snags_c1_wood_loading,snags_c2_loading,snags_c3_loading,shrubs_primary_loading,shrubs_secondary_loading,shrubs_primary_perc_live,shrubs_secondary_perc_live,nw_primary_loading,nw_secondary_loading,nw_primary_perc_live,nw_secondary_perc_live,w_sound_0_quarter_loading,w_sound_quarter_1_loading,w_sound_1_3_loading,w_sound_3_9_loading,w_sound_9_20_loading,w_sound_gt20_loading,w_rotten_3_9_loading,w_rotten_9_20_loading,w_rotten_gt20_loading,w_stump_sound_loading,w_stump_rotten_loading,w_stump_lightered_loading,litter_depth,litter_loading,lichen_depth,lichen_loading,moss_depth,moss_loading,basal_accum_loading,squirrel_midden_loading,ladderfuels_loading,duff_lower_depth,duff_lower_loading,duff_upper_depth,duff_upper_loading,pile_clean_loading,pile_dirty_loading,pile_vdirty_loading,Total_available_fuel_loading,efg_natural,efg_activity
3140332,314_332,FB_0314_LF_332.xml,116,240,1.194905,0,0,0.123466,0,17.317125,20.768732,3.338148,0.341848,0,89,0,0.075,0,60,0,0.025,0.1,0.425,1.815,5.61,0,1.155,2.145,0,0,0,0,0.8,1.3944,0,0,0.125,0.000469,0,0,0.5,0,0,0.05,0.07,0,0,0,46.239166,8,3
3140333,314_333,FB_0314_LF_333.xml,116,240,1.194905,0,0,0.123466,0,17.317125,20.768732,3.338148,0.911709,0,89,0,0.200025,0,60,0,0.033,0.132,0.561,0.9075,2.805,0,2.0625,4.95,0,0,0,0,0.8,1.3944,0,0,0.5,0.0075,0,0,0.5,0,0,0.05,0.07,0,0,0,47.117085,8,3
3140411,314_411,FB_0314_LF_411.xml,116,240,4.276503,0,2.414966,0.104946,0,14.719558,17.653423,2.837425,0.820436,0,80.099998,0,0.2,0,60,0,0.15,0.6,2.55,8.8,27.200001,0,1,0.5,0,0,0,0,1,2.17875,0,0,0.5,0.0075,0,0,0.5,0,0,0.2,1.12,0,0,0,91.112694,8,3
3140412,314_412,FB_0314_LF_412.xml,116,240,4.276503,0,2.414966,0.104946,0,14.719558,17.653423,2.837425,0.90248,0,88.110001,0,0.22,0,60,0,0.1125,0.45,1.9125,6.6,20.400002,0,3.2,7.3,0,0,0,0,1,2.17875,0,0,0.5,0.0075,0,0,0.5,0,0,0.25,1.75,0,0,0,91.019737,8,3
3140413,314_413,FB_0314_LF_413.xml,116,240,4.276503,0,2.414966,0.104946,0,14.719558,17.653423,2.837425,0.911504,0,88.991096,0,0.22,0,60,0,0.028125,0.1125,0.478125,3.3,10.200001,0,6.5,17.5,0,0,0,0,0.8,1.3944,0,0,0.5,0.0075,0,0,0.5,0,0,0.25,1.75,0,0,0,88.388161,8,3
3140421,314_421,FB_0314_LF_421.xml,116,240,2.767149,0,2.414966,0.067907,0,9.524419,11.422803,1.835981,0.638117,0,62.299999,0,0.2,0,60,0,0.2,1,3.4,11.000001,34,7.5,1,0.5,0,0,0,0,1.2,3.1374,0,0,0.5,0.0075,0,0,0.5,0,0,0.2,1.12,0,0,0,98.459511,8,3
3140422,314_422,FB_0314_LF_422.xml,116,240,2.767149,0,2.414966,0.067907,0,9.524419,11.422803,1.835981,0.829552,0,80.989998,0,0.24,0,60,0,0.15,0.75,2.55,8.25,25.500002,5.625,3.75,9,1.875,0,0,0,1.2,3.1374,0,0,0.5,0.0075,0,0,0.5,0,0,0.3,2.4,0,0,0,98.820953,8,3
3140423,314_423,FB_0314_LF_423.xml,116,240,2.767149,0,2.414966,0.067907,0,9.524419,11.422803,1.835981,1.078417,0,80.989998,0,0.24,0,60,0,0.0375,0.1875,0.6375,4.125,12.750001,2.8125,7.875,21.750002,4.6875,0,0,0,0.9,1.764788,0,0,0.5,0.0075,0,0,0.5,0,0,0.3,2.4,0,0,0,95.109703,8,3
3140431,314_431,FB_0314_LF_431.xml,116,240,1.257795,0,2.414966,0.030867,0,4.329281,5.192183,0.834537,0.455798,0,44.5,0,0.2,0,60,0,0.3,1.2,5.1,17.6,54.400002,7.5,1,0.5,0,0,0,0,1.6,4.648,0,0,0.5,0.0075,0,0,0.5,0,0,0.2,1.12,0,0,0,117.558281,8,3
3140432,314_432,FB_0314_LF_432.xml,116,240,1.257795,0,2.414966,0.030867,0,4.329281,5.192183,0.834537,0.683697,0,66.75,0,0.3,0,60,0,0.225,0.9,3.825,13.200001,40.800003,5.625,5.4,14.1,1.875,0,0,0,1.6,4.648,0,0,0.5,0.0075,0,0,0.5,0,0,0.4,3.2,0,0,0,118.316177,8,3
3140433,314_433,FB_0314_LF_433.xml,116,240,1.257795,0,2.414966,0.030867,0,4.329281,5.192183,0.834537,1.025545,0,66.75,0,0.3,0,60,0,0.05625,0.225,0.95625,6.6,20.400002,2.8125,12.000001,34.5,4.6875,0,0,0,1.2,2.6145,0,0,0.5,0.0075,0,0,0.5,0,0,0.4,3.2,0,0,0,112.912018,8,3
3140511,314_511,FB_0314_LF_511.xml,116,240,4.482781,0,2.414966,0.364865,0,41.312061,20.768732,3.338148,0.911595,0,89,0,0.2,0,60,0,0.1,0.4,1.7,4.4,13.6,0,1,0.5,0,0,0,0,0.8,1.3944,0,0,0.5,0.0075,0,0,0.5,0,0,0.2,1.12,0,0,0,82.356682,8,3
3140512,314_512,FB_0314_LF_512.xml,116,240,4.234982,0,2.414966,0.473495,0,42.742092,0,17.103661,0.911595,0,89,0,0.2,0,60,0,0.11,0.44,1.87,4.4,13.6,0,1,0.5,0,0,0,0,0.88,1.687224,0,0,0.5,0.0075,0,0,0.5,0,0,0.2,1.12,0,0,0,75.877724,8,3
3140513,314_513,FB_0314_LF_513.xml,116,240,4.234982,0,2.414966,0,0,0,29.748011,0,0.911595,0,89,0,0.2,0,60,0,0.121,0.484,2.057,3.3,10.200001,0,2.1,3.9,0,0,0,0,0.79992,1.394121,0,0,0.5,0.0075,0,0,0.5,0,0,0.2,1.12,0,0,0,76.869766,8,3
3140521,314_521,FB_0314_LF_521.xml,116,240,2.958334,0,2.414966,1.089062,0,50.845612,20.768732,3.338148,0.911595,0,89,0,0.2,0,60,0,0.1,0.4,1.7,4.4,13.6,0,1,0.5,0,0,0,0,0.8,1.3944,0,0,0.5,0.0075,0,0,0.5,0,0,0.2,1.12,0,0,0,82.432907,8,3
3140522,314_522,FB_0314_LF_522.xml,116,240,2.6625,0,2.414966,1.233901,0,52.752323,0,17.103661,0.911595,0,89,0,0.25,0,60,0,1,2,3,4.4,13.6,0,1,0.5,0,0,0,0,1.2,3.1374,0,0,0.5,0.0075,0,0,0.5,0,0,0.2,1.12,0,0,0,81.037933,8,3
3140523,314_523,FB_0314_LF_523.xml,116,240,2.6625,0,2.414966,0,0,0,36.612934,0,0.911595,0,89,0,0.25,0,60,0,1.25,2.5,3.75,5.5,17,4,2.1,3.9,0,0,0,0,0.8004,1.395795,0,0,0.5,0.0075,0,0,0.5,0,0,0.22,1.3552,0,0,0,99.222595,8,3
3140531,314_531,FB_0314_LF_531.xml,116,240,1.220061,0,2.414966,1.933957,0,61.96809,20.768732,3.338148,0.911595,0,89,0,0.2,0,60,0,0.1,0.4,1.7,4.4,13.6,0,1,0.5,0,0,0,0,0.8,1.3944,0,0,0.5,0.0075,0,0,0.5,0,0,0.2,1.12,0,0,0,82.521843,8,3
3140532,314_532,FB_0314_LF_532.xml,116,240,1.098055,0,2.414966,1.994306,0,62.762554,0,17.103661,1.139494,0,89,0,0.28,0,60,0,1,2,3,4.4,13.6,0,1,0.5,0,0,0,0,1.6,4.648,0,0,0.5,0.0075,0,0,0.5,0,0,0.2,1.12,0,0,0,82.886475,8,3
3140533,314_533,FB_0314_LF_533.xml,116,240,1.098055,0,2.414966,0,0,0,44.622017,0,1.139494,0,89,0,0.28,0,60,0,1.5,3,4.5,8.8,27.200001,4,2.1,3.9,0,0,0,0,0.8,1.162,0,0,0.5,0.0075,0,0,0.5,0,0,0.26,1.8928,0,0,0,120.15641,8,3
3150111,315_111,FB_0315_LF_111.xml,168,240,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.05,47.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.032344,0,0,0.525,0.029531,0,0,0,0,0,0.375,1.125,0,0,0,1.861875,13,13
3150112,315_112,FB_0315_LF_112.xml,168,240,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.1,95,90,0,0,0,0,0,0,0,0,0,0,0,0,0.499875,0.057471,0,0,0.525,0.029531,0,0,0,0,0,0.375,1.125,0,0,0,2.562003,13,13
3150113,315_113,FB_0315_LF_113.xml,168,240,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.1,95,90,0,0,0,0,0,0,0,0,0,0,0,0,0.499875,0.057471,0,0,0.699825,0.052474,0,0,0,0,0,0.375,1.125,0,0,0,2.584945,13,13
3150121,315_121,FB_0315_LF_121.xml,168,240,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0.025,23.75,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.003594,0,0,0.175,0.003281,0,0,0,0,0,0.125,0.125,0,0,0,0.469375,13,13
3150122,315_122,FB_0315_LF_122.xml,168,240,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.1,95,90,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.014375,0,0,0.35,0.013125,0,0,0,0,0,0.125,0.125,0,0,0,1.5025,13,13
3150123,315_123,FB_0315_LF_123.xml,168,240,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.1,95,90,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0575,0,0,0.7,0.0525,0,0,0,0,0,0.125,0.125,0,0,0,1.585,13,13
3150131,315_131,FB_0315_LF_131.xml,168,240,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.005,4.75,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.000144,0,0,0.035,0.000131,0,0,0,0,0,0.025,0.005,0,0,0,0.072775,13,13
3150132,315_132,FB_0315_LF_132.xml,168,240,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.1,95,90,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.014375,0,0,0.35,0.013125,0,0,0,0,0,0.025,0.005,0,0,0,1.3825,13,13
3150133,315_133,FB_0315_LF_133.xml,168,240,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.1,95,90,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0575,0,0,0.7,0.0525,0,0,0,0,0,0.025,0.005,0,0,0,1.465,13,13
3160111,316_111,FB_0316_LF_111.xml,159,260,0,0,0,0,0,0,0,0,6.120912,1.821096,35,40,0.15,0,45,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,2.25,4.708125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.900133,7,7
3160112,316_112,FB_0316_LF_112.xml,159,260,0,0,0,0,0,0,0,0,7.815202,2.27637,43.75,50,0.3,0,90,0,0.0625,0.0625,0,0,0,0,0,0,0,0,0,0,2.99925,8.365815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.882387,7,7
3160113,316_113,FB_0316_LF_113.xml,159,260,0,0,0,0,0,0,0,0,13.291824,3.642192,70,80,0.3,0,90,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,2.99925,8.365815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.799831,7,7
3160121,316_121,FB_0316_LF_121.xml,159,260,0,0,0,0,0,0,0,0,2.929206,0.910548,17.5,20,0.075,0,22.5,0,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0.75,0.523125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.487879,7,7
3160122,316_122,FB_0316_LF_122.xml,159,260,0,0,0,0,0,0,0,0,6.120912,1.821096,70,80,0.3,0,90,0,0.03125,0.03125,0,0,0,0,0,0,0,0,0,0,1.5,2.0925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.397008,7,7
3160123,316_123,FB_0316_LF_123.xml,159,260,0,0,0,0,0,0,0,0,13.291824,3.642192,70,80,0.3,0,90,0,0.033,0.033,0,0,0,0,0,0,0,0,0,0,3,8.370001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.670017,7,7
3160131,316_131,FB_0316_LF_131.xml,159,260,0,0,0,0,0,0,0,0,0.564841,0.18211,3.5,4,0.015,0,4.5,0,0.005,0.005,0,0,0,0,0,0,0,0,0,0,0.15,0.020925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792876,7,7
3160132,316_132,FB_0316_LF_132.xml,159,260,0,0,0,0,0,0,0,0,6.120912,1.821096,70,80,0.3,0,90,0,0.0075,0.0075,0,0,0,0,0,0,0,0,0,0,1.5,2.0925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.349508,7,7
3160133,316_133,FB_0316_LF_133.xml,159,260,0,0,0,0,0,0,0,0,13.291824,3.642192,70,80,0.3,0,90,0,0.033,0.033,0,0,0,0,0,0,0,0,0,0,3,8.370001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.670017,7,7
3160211,316_211,FB_0316_LF_211.xml,159,260,0,0,0,0,0,0,0,0,9.968867,2.731644,35,40,0.225,0,67.5,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,3.75,11.625001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.550512,7,7
3160212,316_212,FB_0316_LF_212.xml,159,260,0,0,0,0,0,0,0,0,10.965755,3.004808,70,80,0.28125,0,89.977501,0,0.375,0.75,0.375,0,0,0,0,0,0,0,0,0,3.75,11.625001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.376814,7,7
3160213,316_213,FB_0316_LF_213.xml,159,260,0,0,0,0,0,0,0,0,12.06233,3.305289,70,80,0.351563,0,89.977501,0,0.1875,0.375,0.1875,0,0,0,0,0,0,0,0,0,3.75,11.625001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.094183,7,7
3160221,316_221,FB_0316_LF_221.xml,159,260,0,0,0,0,0,0,0,0,6.645912,1.821096,17.5,20,0.15,0,45,0,1,2,1,0,0,0,0,0,0,0,0,0,4.5,13.950001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.567009,7,7
3160222,316_222,FB_0316_LF_222.xml,159,260,0,0,0,0,0,0,0,0,8.307389,2.27637,70,80,0.225,0,90,0,0.75,1.5,0.75,0,0,0,0,0,0,0,0,0,4.5,13.950001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.758759,7,7
3160223,316_223,FB_0316_LF_223.xml,159,260,0,0,0,0,0,0,0,0,10.384237,2.845463,70,80,0.3375,0,90,0,0.375,0.75,0.375,0,0,0,0,0,0,0,0,0,4.5,13.950001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0172,7,7
3160231,316_231,FB_0316_LF_231.xml,159,260,0,0,0,0,0,0,0,0,3.322956,0.910548,17.5,20,0.075,0,22.5,0,1.5,3,1.5,0,0,0,0,0,0,0,0,0,5.25,16.275002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.583506,7,7
3160232,316_232,FB_0316_LF_232.xml,159,260,0,0,0,0,0,0,0,0,4.984434,1.365822,70,80,0.1125,0,90,0,1.125,2.25,1.125,0,0,0,0,0,0,0,0,0,5.25,16.275002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.237757,7,7
3160233,316_233,FB_0316_LF_233.xml,159,260,0,0,0,0,0,0,0,0,7.476651,2.048733,70,80,0.16875,0,90,0,0.5625,1.125,0.5625,0,0,0,0,0,0,0,0,0,5.25,16.275002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.219133,7,7
3160311,316_311,FB_0316_LF_311.xml,159,260,0,0,0,0,0,0,0,0,9.968867,2.731644,35,40,0.225,0,67.5,0,0.075,0.075,0,0,0,0,0,0,0,0,0,0,2.25,4.708125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.783638,7,7
3160312,316_312,FB_0316_LF_312.xml,159,260,0,0,0,0,0,0,0,0,12.461084,3.414555,70,80,0.3375,0,89.977501,0,0.075,0.075,0,0,0,0,0,0,0,0,0,0,2.99925,8.365815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.728954,7,7
3160313,316_313,FB_0316_LF_313.xml,159,260,0,0,0,0,0,0,0,0,13.295979,3.64333,70,80,0.300038,0,89.977501,0,0.099975,0.099975,0,0,0,0,0,0,0,0,0,0,2.99925,8.365815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.805109,7,7
3160321,316_321,FB_0316_LF_321.xml,159,260,0,0,0,0,0,0,0,0,6.645912,1.821096,17.5,20,0.15,0,45,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,1.5,2.0925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.809508,7,7
3160322,316_322,FB_0316_LF_322.xml,159,260,0,0,0,0,0,0,0,0,9.968867,2.731644,70,80,0.225,0,90,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,3,8.370001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.395514,7,7
3160323,316_323,FB_0316_LF_323.xml,159,260,0,0,0,0,0,0,0,0,13.288502,3.641282,70,80,0.299925,0,90,0,0.033,0.033,0,0,0,0,0,0,0,0,0,0,3,8.370001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.66571,7,7
3160331,316_331,FB_0316_LF_331.xml,159,260,0,0,0,0,0,0,0,0,3.322956,0.910548,7,8,0.075,0,22.5,0,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0.75,0.523125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.881629,7,7
3160332,316_332,FB_0316_LF_332.xml,159,260,0,0,0,0,0,0,0,0,4.984434,1.365822,70,80,0.1125,0,90,0,0.025,0.025,0,0,0,0,0,0,0,0,0,0,3,8.370001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.882756,7,7
3160333,316_333,FB_0316_LF_333.xml,159,260,0,0,0,0,0,0,0,0,13.293486,3.642647,70,80,0.300038,0,90,0,0.033,0.033,0,0,0,0,0,0,0,0,0,0,3,8.370001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.672171,7,7
3160411,316_411,FB_0316_LF_411.xml,159,260,0,0,0,0,0,0,0,0,11.962642,3.277973,63,72,0.3,0,90,0,0.15,0.15,0,0,0,0,0,0,0,0,0,0,3.75,11.625001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.465614,7,7
3160412,316_412,FB_0316_LF_412.xml,159,260,0,0,0,0,0,0,0,0,13.158906,3.60577,69.300003,79.199997,0.33,0,90,0,0.1125,0.1125,0,0,0,0,0,0,0,0,0,0,3.75,11.625001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.944677,7,7
3160413,316_413,FB_0316_LF_413.xml,159,260,0,0,0,0,0,0,0,0,13.290494,3.641828,69.992996,79.991997,0.33,0,90,0,0.028125,0.028125,0,0,0,0,0,0,0,0,0,0,3,7.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.758572,7,7
3160421,316_421,FB_0316_LF_421.xml,159,260,0,0,0,0,0,0,0,0,9.304276,2.549534,49,56,0.3,0,90,0,0.2,1,2,0,0,0,0,0,0,0,0,0,4.5,13.950001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.30381,7,7
3160422,316_422,FB_0316_LF_422.xml,159,260,0,0,0,0,0,0,0,0,12.095559,3.314395,63.700001,72.800003,0.36,0,90,0,0.15,0.75,1.5,0,0,0,0,0,0,0,0,0,4.5,13.950001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.119953,7,7
3160423,316_423,FB_0316_LF_423.xml,159,260,0,0,0,0,0,0,0,0,15.724227,4.308713,63.700001,94.639999,0.36,0,90,0,0.0375,0.1875,0.375,0,0,0,0,0,0,0,0,0,3.375,7.846875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.839815,7,7
3160431,316_431,FB_0316_LF_431.xml,159,260,0,0,0,0,0,0,0,0,6.645912,1.821096,35,40,0.3,0,90,0,0.3,1,2,0,0,0,0,0,0,0,0,0,6,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.667009,7,7
3160432,316_432,FB_0316_LF_432.xml,159,260,0,0,0,0,0,0,0,0,9.968867,2.731644,52.5,60,0.45,0,90,0,0.225,0.75,1.5,0,0,0,0,0,0,0,0,0,6,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.225513,7,7
3160433,316_433,FB_0316_LF_433.xml,159,260,0,0,0,0,0,0,0,0,14.953302,4.097466,52.5,60,0.45,0,90,0,0.05625,0.1875,0.375,0,0,0,0,0,0,0,0,0,4.5,10.462501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.58202,7,7
3170111,317_111,FB_0317_LF_111.xml,214,340,0.615071,0,0.068999,0.070698,0.682758,0.278378,0.121165,0.800041,0.288233,0,40,0,0.05,0,45,0,0.1,0.4,0.65,0.45,0.45,0,2.7,1.8,0,0,0.019293,0,0.375,0.733922,0.075,0.001406,0.375,0.16875,0,0,0,0,0,0.375,2.25,0,0,0,11.983938,7,7
3170112,317_112,FB_0317_LF_112.xml,214,340,0.615071,0,0.068999,0,0,0,0.302913,0.099783,0.360291,0,50,0,0.1,0,90,0,0.125,0.5,0.8125,0.3375,0.3375,0,2.8125,1.9125,0,0,0.019293,0,0.499875,1.304098,0.075,0.001406,0.375,0.16875,0,0,0,0,0,0.375,2.25,0,0,0,12.345715,7,7
3170113,317_113,FB_0317_LF_113.xml,214,340,0.615071,0,0.068999,0,0,0,0,0.249457,0.576465,0,80,0,0.1,0,90,0,0.2,0.8,1.3,0.16875,0.16875,0,2.98125,2.08125,0,0,0.019293,0,0.499875,1.304098,0.099975,0.002499,0.499875,0.29985,0,0,0,0,0,0.375,2.25,0,0,0,13.403343,7,7
3170121,317_121,FB_0317_LF_121.xml,214,340,0.395908,0,0.0345,0.282791,0.682758,1.113513,0.121165,0.800041,0.144116,0,20,0,0.025,0,22.5,0,0.05,0.2,0.325,0.375,0.375,0,2.25,1.5,0,0,0.009304,0,0.125,0.081547,0.025,0.000156,0.125,0.01875,0,0,0,0,0,0.125,0.25,0,0,0,7.522875,7,7
3170122,317_122,FB_0317_LF_122.xml,214,340,0.356317,0,0.03105,0.32521,1.976647,1.28054,1.21165,0.099783,0.288233,0,80,0,0.1,0,90,0,0.0625,0.25,0.40625,0.28125,0.28125,0,2.34375,1.59375,0,0,0.009304,0,0.25,0.326187,0.05,0.000625,0.25,0.075,0,0,0,0,0,0.125,0.25,0,0,0,8.576995,7,7
3170123,317_123,FB_0317_LF_123.xml,214,340,0.356317,0,0.03105,0,0,0,0,0.997829,0.576465,0,80,0,0.1,0,90,0,0.066,0.264,0.429,0.140625,0.140625,0,2.484375,1.734375,0,0,0.009304,0,0.5,1.30475,0.1,0.0025,0.5,0.3,0,0,0,0,0,0.125,0.25,0,0,0,9.339857,7,7
3170131,317_131,FB_0317_LF_131.xml,214,340,0.147287,0,0.004312,0.530234,0.682758,2.087837,0.121165,0.800041,0.028823,0,4,0,0.005,0,4.5,0,0.01,0.04,0.065,0.25,0.25,0,1.5,1,0,0,0.001838,0,0.025,0.003262,0.005,6E-06,0.025,0.00075,0,0,0,0,0,0.025,0.01,0,0,0,5.080766,7,7
3170132,317_132,FB_0317_LF_132.xml,214,340,0.132559,0,0.003881,0.547909,3.330221,2.157432,2.271844,0.099783,0.288233,0,80,0,0.1,0,90,0,0.015,0.06,0.0975,0.1875,0.1875,0,1.5625,1.0625,0,0,0.001838,0,0.25,0.326187,0.05,0.000625,0.25,0.075,0,0,0,0,0,0.025,0.01,0,0,0,7.340849,7,7
3170133,317_133,FB_0317_LF_133.xml,214,340,0.132559,0,0.003881,0,0,0,0,1.87093,0.576465,0,80,0,0.1,0,90,0,0.066,0.264,0.429,0.09375,0.09375,0,1.65625,1.15625,0,0,0.001838,0,0.5,1.30475,0.1,0.0025,0.5,0.3,0,0,0,0,0,0.025,0.01,0,0,0,8.149612,7,7
3170211,317_211,FB_0317_LF_211.xml,214,340,0.486048,0,0.021562,0,0.682758,0,0.121165,0.800041,0.432349,0,40,0,0.075,0,67.5,0,0.5,1,1.625,0.5,0.5,0,3,2,0,0,0.029405,0,0.625,1.91875,0.1,0.0025,0.5,0.3,0,0,0,0,0,0.5,4,0,0,0,17.667665,7,7
3170212,317_212,FB_0317_LF_212.xml,214,340,0.486048,0,0.021562,0,0.682758,0,0.121165,0.800041,0.475584,0,80,0,0.09375,0,89.977501,0,0.375,0.75,1.21875,0.375,0.375,0,3.125,2.125,0,0,0.029405,0,0.625,1.91875,0.1,0.0025,0.5,0.3,0,0,0,0,0,0.5,4,0,0,0,16.948399,7,7
3170213,317_213,FB_0317_LF_213.xml,214,340,0.486048,0,0.021562,0,0.682758,0,0.121165,0.800041,0.523142,0,80,0,0.117188,0,89.977501,0,0.1875,0.375,0.609375,0.375,0.375,0,3.3125,2.3125,0,0,0.213187,0,0.625,1.91875,0.1,0.0025,0.5,0.3,0,0,0,0,0,0.5,4,0,0,0,16.406301,7,7
3170221,317_221,FB_0317_LF_221.xml,214,340,0.294574,0,0,0,0.682758,0,0.121165,0.800041,0.288233,0,20,0,0.05,0,45,0,1,2,1.95,0.5,0.5,0,3,2,0,0,0.029405,0,0.75,2.3025,0.1,0.0025,0.5,0.3,0,0,0,0,0,0.5,4,0,0,0,19.542559,7,7
3170222,317_222,FB_0317_LF_222.xml,214,340,0.294574,0,0,0,0.682758,0,0.121165,0.800041,0.360291,0,80,0,0.075,0,90,0,0.75,1.5,1.4625,0.375,0.375,0,3.125,2.125,0,0,0.029405,0,0.75,2.3025,0.1,0.0025,0.5,0.3,0,0,0,0,0,0.5,4,0,0,0,18.402119,7,7
3170223,317_223,FB_0317_LF_223.xml,214,340,0.294574,0,0,0,0.682758,0,0.121165,0.800041,0.450363,0,80,0,0.1125,0,90,0,0.375,0.75,0.73125,0.375,0.375,0,3.3125,2.3125,0,0,0.396968,0,0.75,2.3025,0.1,0.0025,0.5,0.3,0,0,0,0,0,0.6,4.8,0,0,0,18.216005,7,7
3170231,317_231,FB_0317_LF_231.xml,214,340,0.147287,0,0,0,0.682758,0,0.121165,0.800041,0.144116,0,20,0,0.025,0,22.5,0,1.5,3,2.6,0.5,0.5,0,3,2,0,0,0.029405,0,0.875,2.68625,0.1,0.0025,0.5,0.3,0,0,0,0,0,0.5,4,0,0,0,21.557837,7,7
3170232,317_232,FB_0317_LF_232.xml,214,340,0.147287,0,0,0,0.682758,0,0.121165,0.800041,0.216174,0,80,0,0.0375,0,90,0,1.125,2.25,1.95,0.375,0.375,0,3.125,2.125,0,0,0.029405,0,0.875,2.68625,0.1,0.0025,0.5,0.3,0,0,0,0,0,0.5,4,0,0,0,19.867395,7,7
3170233,317_233,FB_0317_LF_233.xml,214,340,0.147287,0,0,0,0.682758,0,0.121165,0.800041,0.324262,0,80,0,0.05625,0,90,0,0.5625,1.125,0.975,0.375,0.375,0,3.3125,2.3125,0,0,0.58075,0,0.875,2.68625,0.1,0.0025,0.5,0.3,0,0,0,0,0,0.7,5.6,0,0,0,19.858076,7,7
3170311,317_311,FB_0317_LF_311.xml,214,340,0.486048,0,0.021562,0,0.682758,0,0.121165,0.800041,0.432349,0,40,0,0.075,0,67.5,0,0.15,0.6,0.975,0.45,0.45,0,2.7,1.8,0,0,0.029405,0,0.375,0.733922,0.075,0.001406,0.375,0.16875,0,0,0,0,0,0.375,2.25,0,0,0,12.600493,7,7
